match_id,player1,player2,p1_momentum,p2_momentum,p1_turning_points,p2_turning_points
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,6.4,-3.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.2999999999999998,-10.8,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.8,-8.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.8,-7.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.7999999999999998,-10.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.9000000000000004,-9.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-4.0,-6.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-0.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.0,-0.7,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.0,-0.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.1,-3.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.2,-3.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.3,-4.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.3,-5.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4000000000000004,-5.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.3999999999999999,-1.9,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.4,-3.9,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.3,-4.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.2,-2.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.10000000000000009,0.30000000000000004,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.1,0.3999999999999999,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.09999999999999998,0.3999999999999999,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.8999999999999999,0.30000000000000004,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-4.9,2.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-7.9,5.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-5.8,2.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.7,0.10000000000000009,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.3999999999999999,-3.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.3999999999999999,-2.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.4,-4.0,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.4,-3.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,6.4,-3.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.3,0.30000000000000004,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.2,0.30000000000000004,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.1,-0.7,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.0,2.4,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.0,2.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.0,3.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.0,0.2999999999999998,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.0,-3.8,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-1.7000000000000002,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.0,2.4,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-1.7000000000000002,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-2.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-3.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.0,0.3999999999999999,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.0,1.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-1.7000000000000002,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-2.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.0,0.3999999999999999,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.0,0.3999999999999999,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.0,-1.7000000000000002,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.0,-2.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.0,-3.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.0,-0.6000000000000001,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.0,-2.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-2.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.0,0.3999999999999999,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.0,0.3999999999999999,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,-2.7,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.0,-2.7,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.1,-4.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.2,-5.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,7.3,-7.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.3,-8.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,7.4,-8.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,9.4,-7.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.4,-6.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.3,-7.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,6.2,-3.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.1,-3.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.1,-4.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.0,-2.9,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.9000000000000004,-2.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.7999999999999998,-2.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.7000000000000002,-1.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.40000000000000036,-4.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4,-3.0,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,6.4,-5.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,7.4,-4.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.3,-4.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,6.2,-2.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.1,-0.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,2.4,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.0,4.5,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.9,5.5,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.9,5.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.8,5.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.30000000000000004,3.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.30000000000000004,3.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.30000000000000004,2.1,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4,-1.0,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.2999999999999998,1.0,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.4,-1.0,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.3,2.0,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.3,2.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.4,-1.0,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.4,0.10000000000000009,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.3,2.2,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.3,0.19999999999999996,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.2,0.19999999999999996,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.2,-0.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.1,-0.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,2.4,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,2.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.1,1.3,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.09999999999999998,4.3,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,0.19999999999999996,3.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.8,3.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.8,5.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.7,2.1,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.7,0.0,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.7,0.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.7,-1.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.8,3.0,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.8,4.1,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.7999999999999998,2.1,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.9000000000000004,6.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.9000000000000004,6.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.0,6.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.0,6.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.1,3.4,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.1,4.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.2,4.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,3.3,0.19999999999999996,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,6.4,-1.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.4,0.19999999999999996,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.4,-0.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.3,2.3,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.3,1.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.7999999999999998,5.4,1,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.9000000000000004,8.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-8.0,10.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-5.9,8.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-6.9,9.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-9.9,4.199999999999999,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-10.9,3.1999999999999993,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-7.9,0.20000000000000018,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.9,-1.7999999999999998,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.8999999999999999,-3.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.0,-1.7000000000000002,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,1.4,0,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,4.0,-0.7,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.0,-0.7,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,1.0,1.4,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.0,4.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.9,4.4,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-2.9000000000000004,4.3,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-0.7999999999999998,2.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-3.8,4.2,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,-1.7000000000000002,2.1,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,2.4,-1.0,1,1
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,5.5,-3.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,6.4,-3.0,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,7.4,-2.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.3,-2.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.3,-2.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.2,-3.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,9.1,-3.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,8.1,-3.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,7.2,-3.8,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,9.3,-5.9,0,0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,9.4,-5.9,0,0
